Term_Code_Grad,Term_Code_Admit,Gender,Programme_Major,Faculty_Code,Class_Of_Degree_Code
202430,202310,F,BSC Computer Science (Major),ST,SU
202430,202310,F,BSC Information Technology (Major),ST,SU
201930,201410,F,BSC Computer Science (Major),ST,F
201130,200610,M,BSC Computer Science (Major),SA,F
201320,200910,F,BSC Computer Science (Spec),ST,SL
201230,200810,F,BSC Computer Science (Major),SA,SL
200430,200010,F,BSC Computer Science (Major),SA,F
200730,200310,M,BSC Computer Science (Spec),SA,SU
202410,202410,F,BSC Information Technology (Spec),ST,P
202410,202410,M,BSC Information Technology (Spec),ST,SU
201320,200810,F,BSC Computer Science (Spec),ST,F
201910,201610,F,BSC Computer Science and Management,ST,SL
200530,200310,M,BSC Information Technology (Spec),SA,P
202430,202410,M,BSC Information Technology (Major),ST,SU
202430,202010,F,BSC Computer Science (Major),ST,SU
201130,200610,M,BSC Computer Science (Spec),SA,SL
201630,201110,F,BSC Information Technology (Spec),ST,F
202410,202410,M,BSC Information Technology (Major),ST,F
200930,200710,F,BSC Computer Science (Major),SA,SL
201230,200710,M,BSC Information Technology (Spec),SA,P
202320,201910,F,BSC Information Technology (Major),ST,F
202420,202010,F,BSC Computer Science (Major),ST,SU
201930,201410,M,BSC Information Technology (Major),ST,SU
201620,201210,F,BSC Computer Science and Management,ST,F
201830,201410,M,BSC Information Technology (Major),ST,SU
202410,202310,M,BSC Information Technology (Spec),ST,F
201930,201610,M,BSC Computer Science and Management,ST,F
202220,202010,M,BSC Computer Science and Management,ST,SL
201530,201010,F,BSC Information Technology (Major),ST,SU
201520,201310,F,BSC Information Technology (Spec),ST,SU
201030,200610,M,BSC Information Technology (Major),SA,F
200820,200610,M,BSC Information Technology (Major),SA,SL
201430,201210,M,BSC Computer Science and Management,ST,F
200220,200010,F,BSC Information Technology (Spec),SA,SU
201510,201210,F,BSC Computer Science (Spec),ST,F
202420,202210,M,BSC Computer Science (Spec),ST,SU
201710,201310,F,BSC Computer Science (Major),ST,F
200810,200510,F,BSC Information Technology (Major),SA,SU
200920,200610,M,BSC Computer Science and Management,SA,F
202410,202110,F,BSC Information Technology (Spec),ST,SL
200830,200410,M,BSC Computer Science (Spec),SA,SU
200720,200410,M,BSC Information Technology (Major),SA,SU
201430,200910,F,BSC Computer Science (Major),ST,P
201120,200710,M,BSC Computer Science and Management,SA,F
201610,201410,M,BSC Computer Science (Major),ST,SL
200820,200310,M,BSC Computer Science (Spec),SA,SL
201320,200910,F,BSC Information Technology (Major),ST,SL
200610,200310,M,BSC Information Technology (Spec),SA,SU
202320,202010,F,BSC Information Technology (Major),ST,SU
200530,200010,M,BSC Computer Science (Major),SA,SU
200830,200510,F,BSC Computer Science (Major),SA,SL
201620,201210,M,BSC Information Technology (Spec),ST,F
201430,201110,F,BSC Computer Science and Management,ST,SL
201520,201110,F,BSC Computer Science (Major),ST,SU
201630,201310,F,BSC Information Technology (Major),ST,SU
202020,201510,M,BSC Computer Science (Spec),ST,SU
202320,202010,M,BSC Computer Science (Spec),ST,P
202420,202310,F,BSC Computer Science (Major),ST,SU
201930,201610,F,BSC Information Technology (Major),ST,P
201520,201210,F,BSC Computer Science (Spec),ST,F
200810,200510,M,BSC Computer Science and Management,SA,SU
202320,202110,M,BSC Information Technology (Major),ST,F
202120,201910,F,BSC Computer Science (Major),ST,F
200630,200210,M,BSC Computer Science (Spec),SA,SU
200430,200110,M,BSC Computer Science and Management,SA,SU
202120,201910,F,BSC Information Technology (Spec),ST,SL
200720,200510,M,BSC Computer Science (Major),SA,P
202330,202010,F,BSC Computer Science (Spec),ST,P
202430,202310,F,BSC Information Technology (Spec),ST,SL
202310,202010,F,BSC Computer Science and Management,ST,SU
200510,200010,F,BSC Computer Science (Spec),SA,SL
200330,200110,F,BSC Computer Science (Spec),SA,SL
201220,200710,M,BSC Computer Science (Spec),SA,SL
202420,202410,M,BSC Information Technology (Spec),ST,P
201530,201010,F,BSC Computer Science (Spec),ST,P
200620,200410,F,BSC Computer Science (Spec),SA,SU
202410,202210,F,BSC Information Technology (Major),ST,P
201920,201710,F,BSC Information Technology (Major),ST,F
201730,201310,F,BSC Computer Science (Spec),ST,F
201320,200810,F,BSC Information Technology (Spec),ST,SL
202430,202210,F,BSC Computer Science and Management,ST,SL
200820,200410,M,BSC Computer Science and Management,SA,SL
201130,200610,F,BSC Computer Science and Management,SA,SL
201910,201510,M,BSC Computer Science (Major),ST,F
202420,202210,F,BSC Information Technology (Major),ST,SL
201620,201410,M,BSC Computer Science (Spec),ST,P
202110,201610,M,BSC Computer Science (Spec),ST,SL
201830,201610,F,BSC Information Technology (Spec),ST,SU
201430,201210,F,BSC Computer Science and Management,ST,SU
201610,201410,F,BSC Computer Science (Spec),ST,SL
200710,200210,M,BSC Information Technology (Major),SA,F
202430,202210,F,BSC Computer Science (Major),ST,SU
200720,200210,F,BSC Information Technology (Major),SA,P
201310,201110,F,BSC Information Technology (Spec),ST,SL
200810,200610,F,BSC Computer Science (Spec),SA,P
202410,202110,F,BSC Computer Science and Management,ST,SU
201410,201210,F,BSC Information Technology (Spec),ST,P
202430,202110,M,BSC Information Technology (Spec),ST,SL
200220,200010,F,BSC Information Technology (Spec),SA,F
202420,202310,M,BSC Computer Science and Management,ST,SU
200620,200110,M,BSC Computer Science (Major),SA,SL
201120,200910,M,BSC Computer Science (Spec),SA,SL
202130,201710,F,BSC Information Technology (Spec),ST,SL
201730,201410,F,BSC Information Technology (Major),ST,SU
202320,202110,F,BSC Computer Science (Major),ST,SU
202010,201810,F,BSC Computer Science (Major),ST,SU
201910,201510,F,BSC Computer Science (Major),ST,SL
200420,200110,M,BSC Information Technology (Spec),SA,SL
200830,200510,F,BSC Computer Science (Major),SA,SU
200330,200010,F,BSC Computer Science and Management,SA,F
202420,201910,F,BSC Computer Science and Management,ST,F
201220,200710,F,BSC Computer Science and Management,SA,SU
202420,202410,F,BSC Information Technology (Major),ST,F
202430,202110,F,BSC Computer Science (Major),ST,SU
200720,200210,M,BSC Computer Science and Management,SA,F
202420,202310,F,BSC Computer Science (Major),ST,F
201310,201110,F,BSC Information Technology (Major),ST,F
202220,201910,M,BSC Information Technology (Major),ST,F
202320,201810,F,BSC Information Technology (Major),ST,F
200420,200010,F,BSC Computer Science (Major),SA,SL
201120,200910,M,BSC Information Technology (Spec),SA,F
201420,201210,F,BSC Information Technology (Spec),ST,P
200310,200110,M,BSC Information Technology (Spec),SA,SL
200930,200510,M,BSC Computer Science and Management,SA,SL
201220,200810,M,BSC Information Technology (Spec),SA,F
202310,201810,F,BSC Computer Science and Management,ST,SL
202420,202410,F,BSC Information Technology (Major),ST,F
202010,201810,F,BSC Computer Science (Major),ST,F
200530,200110,F,BSC Information Technology (Spec),SA,SU
201830,201310,F,BSC Information Technology (Spec),ST,SU
200710,200510,F,BSC Information Technology (Spec),SA,SL
200610,200310,F,BSC Computer Science (Spec),SA,F
201010,200810,M,BSC Computer Science (Spec),SA,F
201710,201310,F,BSC Information Technology (Spec),ST,SL
202410,202110,M,BSC Computer Science and Management,ST,SU
202030,201710,F,BSC Information Technology (Major),ST,P
200610,200310,F,BSC Information Technology (Major),SA,F
201220,200810,M,BSC Information Technology (Major),SA,SU
201230,200910,M,BSC Information Technology (Major),SA,SU
201930,201510,M,BSC Computer Science (Spec),ST,SU
201310,200810,F,BSC Computer Science (Spec),ST,SL
201220,201010,F,BSC Computer Science (Spec),SA,F
201020,200510,F,BSC Information Technology (Spec),SA,SL
202130,201610,F,BSC Information Technology (Major),ST,SU
201320,200910,F,BSC Computer Science and Management,ST,SL
202410,202410,M,BSC Computer Science and Management,ST,SU
200630,200310,F,BSC Information Technology (Major),SA,SU
202430,202210,M,BSC Computer Science (Spec),ST,F
201830,201410,F,BSC Information Technology (Spec),ST,SU
201310,200810,F,BSC Information Technology (Spec),ST,SU
200620,200310,F,BSC Computer Science and Management,SA,SL
202220,201910,F,BSC Information Technology (Major),ST,SU
200620,200210,F,BSC Computer Science (Spec),SA,F
200710,200410,F,BSC Computer Science (Major),SA,F
201730,201310,M,BSC Information Technology (Spec),ST,SU
201310,201010,M,BSC Computer Science (Major),ST,SU
202420,202210,F,BSC Computer Science (Spec),ST,SU
200420,200110,F,BSC Information Technology (Major),SA,SU
202230,201710,F,BSC Computer Science and Management,ST,SU
201820,201410,F,BSC Computer Science (Major),ST,SU
200610,200410,F,BSC Information Technology (Major),SA,P
201030,200510,F,BSC Information Technology (Major),SA,SL
200630,200210,F,BSC Computer Science and Management,SA,F
202030,201610,F,BSC Information Technology (Major),ST,SU
201620,201110,F,BSC Computer Science (Major),ST,SL
200330,200010,M,BSC Computer Science and Management,SA,SU
200530,200210,F,BSC Information Technology (Major),SA,P
200530,200110,F,BSC Information Technology (Major),SA,P
202410,202210,F,BSC Computer Science (Spec),ST,F
202120,201710,F,BSC Computer Science and Management,ST,SU
200410,200110,F,BSC Computer Science (Spec),SA,P
202210,201710,M,BSC Computer Science (Spec),ST,F
200710,200510,F,BSC Information Technology (Major),SA,SL
201710,201310,M,BSC Information Technology (Major),ST,P
201520,201210,M,BSC Computer Science (Spec),ST,SL
200930,200410,M,BSC Computer Science (Major),SA,F
201010,200710,F,BSC Information Technology (Major),SA,SL
202020,201710,M,BSC Computer Science (Major),ST,F
200510,200010,F,BSC Computer Science (Spec),SA,SU
202430,202010,M,BSC Information Technology (Major),ST,SU
201510,201010,F,BSC Computer Science (Spec),ST,SL
201710,201510,F,BSC Computer Science and Management,ST,SU
201430,201010,M,BSC Computer Science (Spec),ST,SU
200910,200410,F,BSC Computer Science (Spec),SA,P
201610,201110,M,BSC Computer Science (Spec),ST,SU
200420,200110,F,BSC Computer Science and Management,SA,SU
201630,201310,F,BSC Information Technology (Major),ST,F
200510,200110,F,BSC Information Technology (Major),SA,SL
201920,201710,F,BSC Computer Science and Management,ST,SL
202410,202010,M,BSC Computer Science and Management,ST,SL
202120,201910,F,BSC Information Technology (Spec),ST,F
201320,200810,F,BSC Computer Science (Spec),ST,SU
202430,202210,F,BSC Computer Science (Spec),ST,SU
202120,201710,M,BSC Information Technology (Major),ST,SU
200510,200010,F,BSC Information Technology (Spec),SA,SU
201410,201010,F,BSC Computer Science and Management,ST,SU
202010,201510,M,BSC Computer Science (Spec),ST,SU
200530,200210,F,BSC Computer Science (Spec),SA,SU
202030,201810,F,BSC Computer Science (Spec),ST,F
202110,201610,F,BSC Computer Science (Spec),ST,P
201020,200710,F,BSC Information Technology (Spec),SA,F
200530,200110,F,BSC Computer Science (Major),SA,P
202310,202110,M,BSC Computer Science (Spec),ST,SU
201810,201410,F,BSC Information Technology (Major),ST,SL
200330,200010,F,BSC Information Technology (Major),SA,SU
202110,201610,M,BSC Information Technology (Major),ST,SL
202430,201910,M,BSC Information Technology (Major),ST,F
202220,201810,M,BSC Computer Science and Management,ST,P
201420,201010,F,BSC Computer Science and Management,ST,SU
202330,202010,M,BSC Computer Science (Spec),ST,P
202420,202210,M,BSC Computer Science and Management,ST,SL
201510,201110,F,BSC Information Technology (Spec),ST,SL
200910,200510,F,BSC Computer Science (Spec),SA,SU
201710,201410,F,BSC Computer Science and Management,ST,SU
200510,200210,M,BSC Computer Science and Management,SA,SL
201320,200910,M,BSC Computer Science (Major),ST,SU
200420,200110,M,BSC Information Technology (Spec),SA,SU
201710,201410,F,BSC Information Technology (Spec),ST,SU
201110,200910,M,BSC Computer Science (Spec),SA,SU
202410,202310,M,BSC Computer Science and Management,ST,SU
202430,202310,F,BSC Information Technology (Major),ST,SU
201130,200910,F,BSC Computer Science (Major),SA,SU
202430,202210,F,BSC Computer Science and Management,ST,F
202420,202110,F,BSC Information Technology (Spec),ST,SU
202030,201810,M,BSC Computer Science and Management,ST,SL
202310,201910,F,BSC Computer Science (Spec),ST,SU
201420,201010,F,BSC Computer Science (Major),ST,P
202110,201910,F,BSC Computer Science and Management,ST,F
202420,202310,F,BSC Computer Science and Management,ST,SL
200510,200210,M,BSC Computer Science (Spec),SA,SL
201810,201310,F,BSC Information Technology (Major),ST,SU
201210,200910,F,BSC Computer Science (Spec),SA,SU
202430,202410,F,BSC Computer Science (Spec),ST,SL
200510,200210,M,BSC Computer Science and Management,SA,P
201110,200910,F,BSC Information Technology (Spec),SA,P
202230,202010,M,BSC Information Technology (Major),ST,SU
201410,201110,F,BSC Information Technology (Spec),ST,SU
202330,202110,F,BSC Computer Science (Major),ST,F
200920,200610,M,BSC Information Technology (Spec),SA,F
202410,202210,M,BSC Computer Science (Spec),ST,SU
202430,202410,M,BSC Information Technology (Major),ST,SU
201120,200910,F,BSC Computer Science (Major),SA,F
200830,200610,M,BSC Information Technology (Spec),SA,F
201910,201510,F,BSC Computer Science (Major),ST,SU
201010,200710,M,BSC Computer Science (Spec),SA,SU
201220,200810,M,BSC Information Technology (Major),SA,SU
201320,200810,M,BSC Computer Science (Major),ST,F
202020,201510,M,BSC Computer Science and Management,ST,F
202410,202010,M,BSC Computer Science (Major),ST,SL
202410,202410,F,BSC Computer Science (Major),ST,SU
202430,202110,F,BSC Computer Science (Major),ST,SU
202220,202010,F,BSC Computer Science (Major),ST,SU
202410,202410,F,BSC Information Technology (Major),ST,SL
201610,201410,M,BSC Information Technology (Spec),ST,P
201330,200810,F,BSC Information Technology (Major),ST,F
202230,201910,F,BSC Computer Science (Spec),ST,SU
202410,202210,M,BSC Information Technology (Major),ST,SU
202430,202310,F,BSC Computer Science (Major),ST,P
201720,201510,F,BSC Information Technology (Spec),ST,SL
200910,200610,M,BSC Computer Science and Management,SA,SU
200520,200010,M,BSC Computer Science and Management,SA,SU
202430,202210,M,BSC Computer Science (Spec),ST,SL
201230,201010,M,BSC Computer Science (Spec),SA,SU
202030,201610,F,BSC Computer Science and Management,ST,P
201420,201010,M,BSC Computer Science (Major),ST,SU
202130,201910,M,BSC Computer Science (Major),ST,SU
201210,200910,F,BSC Information Technology (Major),SA,P
202030,201710,F,BSC Computer Science (Spec),ST,SL
202110,201810,M,BSC Information Technology (Spec),ST,SU
200530,200110,F,BSC Information Technology (Major),SA,SU
201830,201410,M,BSC Information Technology (Major),ST,SL
201330,200810,F,BSC Computer Science and Management,ST,SU
201520,201210,M,BSC Computer Science (Spec),ST,SU
201510,201210,M,BSC Computer Science and Management,ST,SL
201020,200510,F,BSC Computer Science (Major),SA,SU
201230,200810,F,BSC Computer Science (Major),SA,SL
200530,200310,F,BSC Computer Science and Management,SA,SU
201610,201110,F,BSC Computer Science and Management,ST,F
201110,200610,F,BSC Information Technology (Major),SA,SL
201410,201210,M,BSC Information Technology (Major),ST,SU
201110,200610,F,BSC Information Technology (Spec),SA,P
201030,200510,F,BSC Computer Science and Management,SA,SU
201420,201010,F,BSC Computer Science and Management,ST,SU
202430,202310,F,BSC Information Technology (Major),ST,SL
202410,202410,F,BSC Information Technology (Major),ST,SU
201010,200810,F,BSC Computer Science and Management,SA,F
202420,202110,M,BSC Information Technology (Spec),ST,SL
202420,202110,F,BSC Computer Science (Major),ST,SU
200210,200010,F,BSC Computer Science (Spec),SA,SU
201810,201510,M,BSC Information Technology (Spec),ST,SL
201130,200810,F,BSC Information Technology (Major),SA,F
201130,200610,F,BSC Information Technology (Spec),SA,SL
202330,202110,M,BSC Information Technology (Major),ST,SU
202120,201810,F,BSC Information Technology (Spec),ST,P
200730,200210,F,BSC Computer Science (Major),SA,P
200510,200310,F,BSC Computer Science and Management,SA,F
